"","x","y","land_perc","temp","prec","grad","fore","diversity","diversity_PASS","active","upper","lower","right","left","upper_left","upper_right","lower_left","lower_right"
"16",-765949.158712796,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"17",-663543.560947615,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"18",-561137.963182434,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"19",-458732.365417253,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"20",-356326.767652072,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"21",-253921.16988689,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"22",-151515.57212171,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"23",-49109.9743565284,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"24",53295.6234086528,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"25",155701.221173834,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"26",258106.818939015,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"27",360512.416704196,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"28",462918.014469377,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"29",565323.612234558,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"30",667729.20999974,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"31",770134.80776492,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"32",872540.405530102,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"33",974946.003295283,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"34",1077351.60106046,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"35",1179757.19882564,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"36",1282162.79659083,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"37",1384568.39435601,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"38",1486973.99212119,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"39",1589379.58988637,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"40",1691785.18765155,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"41",1794190.78541673,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"42",1896596.38318191,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"43",1999001.98094709,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"44",2101407.57871227,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"45",2203813.17647746,3062202.34687399,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"46",-2302033.12519051,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"47",-2199627.52742533,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"48",-2097221.92966015,2855868.3987598,0.880208604446304,283.635488115148,27.2302328562077,61.8037008548431,2220691.00885229,0.738938053097345,0.692913385826772,1,1,1,1,0,0,1,1,1
"49",-1994816.33189497,2855868.3987598,1,281.941295154825,26.1087189943512,107.042561950311,2884243.30703445,0.836283185840708,0.84251968503937,1,1,1,1,1,1,1,1,1
"50",-1892410.73412979,2855868.3987598,1,281.076749156761,10.769695555378,90.0458760974165,1466768.67008855,0.911504424778761,0.834645669291339,1,1,1,1,1,1,1,1,1
"51",-1790005.13636461,2855868.3987598,1,283.583440984533,3.4009118121096,34.8524713990646,63610.2680556782,0.632743362831858,0.480314960629921,1,1,1,1,1,1,1,1,1
"52",-1687599.53859943,2855868.3987598,1,282.757653498462,5.49268193676579,35.5008548564264,181839.706957855,0.81858407079646,0.771653543307087,1,1,1,1,1,1,1,1,1
"53",-1585193.94083425,2855868.3987598,1,281.576302119321,9.23203870458809,59.7306778075155,672591.06280244,0.81858407079646,0.78740157480315,1,1,1,1,1,1,1,1,1
"54",-1482788.34306906,2855868.3987598,1,278.995707227276,15.71897213703,152.033702732425,1738213.738231,0.668141592920354,0.708661417322835,1,1,1,1,1,1,1,1,1
"55",-1380382.74530388,2855868.3987598,1,278.71254498914,9.60872973896486,114.569140049892,1032461.53067549,0.933628318584071,0.84251968503937,1,1,1,1,1,1,1,1,1
"56",-1277977.1475387,2855868.3987598,1,277.021357977596,10.8488973019993,123.955160221363,748629.798445416,0.867256637168142,0.803149606299213,1,1,1,1,1,1,0,1,1
"57",-1175571.54977352,2855868.3987598,1,279.558289090691,4.85734327537819,30.8727979377587,84148.5100760376,0.70353982300885,0.622047244094488,1,0,1,1,1,1,0,1,1
"58",-1073165.95200834,2855868.3987598,1,279.61061153263,5.01731244336968,25.7015377998443,35484.8579396113,0.486725663716814,0.440944881889764,1,0,1,1,1,0,0,1,1
"59",-970760.354243158,2855868.3987598,0.977901849642559,279.533690253137,5.14607994971175,23.8102710607319,20489.0467880881,0.707964601769911,0.669291338582677,1,0,1,1,1,0,0,1,1
"60",-868354.756477977,2855868.3987598,0.91399516039074,279.431434661287,4.76497104609768,17.9145352557222,1104.42529297306,0.68141592920354,0.62992125984252,1,0,1,1,1,0,0,1,1
"61",-765949.158712796,2855868.3987598,0.856001692738316,278.685579508139,4.81325974073482,14.0940167937689,1170.99559202431,0.584070796460177,0.503937007874016,1,0,1,1,1,0,0,1,1
"62",-663543.560947615,2855868.3987598,0.805356789353389,278.562020697859,5.14278046652473,14.7268355988266,1549.15198630776,0.504424778761062,0.496062992125984,1,0,1,1,1,0,0,1,1
"63",-561137.963182434,2855868.3987598,0.762033926774366,277.985480346503,5.59279629232551,11.4929993503754,1345.07247831702,0.668141592920354,0.590551181102362,1,0,1,1,1,0,0,1,1
"64",-458732.365417253,2855868.3987598,0.725996009658864,277.349619834292,6.21906482532245,7.97366601318898,44.2136649561432,0.699115044247788,0.622047244094488,1,0,1,1,1,0,0,1,1
"65",-356326.767652072,2855868.3987598,0.697219608735356,277.262563594436,6.55457339559664,4.69576222172791,18448.6364982893,0.743362831858407,0.677165354330709,1,0,1,1,1,0,0,1,1
"66",-253921.16988689,2855868.3987598,0.675694975412531,276.74813200588,6.93247612608672,5.31495345571614,27468.2745915092,0.63716814159292,0.543307086614173,1,0,1,1,1,0,0,1,1
"67",-151515.57212171,2855868.3987598,0.661424087265175,276.835491955,7.39555135015637,4.18334435459958,17697.3057602875,0.70353982300885,0.598425196850394,1,0,1,1,1,0,0,1,1
"68",-49109.9743565284,2855868.3987598,0.654353629795912,277.018604020546,8.056388802639,1.82189267664509,53512.5901565743,0.752212389380531,0.716535433070866,1,0,1,1,1,0,0,1,1
"69",53295.6234086528,2855868.3987598,0.685308433016587,276.663338943884,8.64468536818948,2.54475111679721,290510.295593472,0.898230088495575,0.913385826771654,1,0,1,1,1,0,0,1,1
"70",155701.221173834,2855868.3987598,0.467346280217508,276.668085612988,9.24048288108029,6.81047984273367,693475.778533887,0.743362831858407,0.795275590551181,1,0,1,1,1,0,0,1,1
"71",258106.818939015,2855868.3987598,0.382479511070519,276.288620656573,9.66153983598084,11.7093314805744,886121.988742592,0.654867256637168,0.732283464566929,1,0,1,1,1,0,0,1,1
"72",360512.416704196,2855868.3987598,0.235923976983302,276.021695034209,10.0100594393571,13.0411802615258,916263.630931155,0.566371681415929,0.692913385826772,1,0,1,1,1,0,0,1,1
"73",462918.014469377,2855868.3987598,0.220517000832391,276.041981919922,10.6999506576882,18.0639705567524,426031.781735925,0.561946902654867,0.661417322834646,1,0,1,0,1,0,0,1,1
"74",565323.612234558,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"75",667729.20999974,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"76",770134.80776492,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"77",872540.405530102,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"78",974946.003295283,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"79",1077351.60106046,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"80",1179757.19882564,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"81",1282162.79659083,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"82",1384568.39435601,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"83",1486973.99212119,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"84",1589379.58988637,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"85",1691785.18765155,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"86",1794190.78541673,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"87",1896596.38318191,2855868.3987598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"88",1999001.98094709,2855868.3987598,0.787307983311691,276.896420438296,15.6207710560006,31.7192442772718,1355714.21954103,0.68141592920354,0.771653543307087,1,0,1,1,0,0,0,1,1
"89",2101407.57871227,2855868.3987598,0.965911654494692,278.150817107484,15.7925573376978,27.8841363233341,1397925.40445366,0.730088495575221,0.795275590551181,1,0,1,1,1,0,0,1,0
"90",2203813.17647746,2855868.3987598,0.335496098658264,279.241895809402,16.8884761835078,21.4027497128325,1187272.84197645,0.699115044247788,0.78740157480315,1,0,0,0,1,0,0,1,0
"91",-2302033.12519051,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"92",-2199627.52742533,2649534.45064562,0.715135785293352,284.530125363228,23.9285097831835,83.1114245695794,3546403.00064987,0.716814159292035,0.68503937007874,1,0,1,1,0,0,1,1,1
"93",-2097221.92966015,2649534.45064562,1,282.956261732093,22.4183051868946,97.5334040638643,3355982.45206645,0.81858407079646,0.78740157480315,1,1,1,1,1,0,1,1,1
"94",-1994816.33189497,2649534.45064562,1,280.813003876595,12.4278452519606,66.0991347527837,1966499.67717422,0.849557522123894,0.850393700787402,1,1,1,1,1,1,1,1,1
"95",-1892410.73412979,2649534.45064562,1,281.663814559837,5.20084183399261,66.6874561257951,482757.080273534,0.871681415929204,0.850393700787402,1,1,1,1,1,1,1,1,1
"96",-1790005.13636461,2649534.45064562,1,280.924434880735,7.01970382737909,68.8413784230627,1002038.08380634,0.81858407079646,0.818897637795276,1,1,1,1,1,1,1,1,1
"97",-1687599.53859943,2649534.45064562,1,280.541233129716,9.14855998232107,94.1309260767985,943587.391139996,0.853982300884956,0.818897637795276,1,1,1,1,1,1,1,1,1
"98",-1585193.94083425,2649534.45064562,1,279.784430411049,10.239733683588,126.459537086125,886229.04010428,0.86283185840708,0.779527559055118,1,1,1,1,1,1,1,1,1
"99",-1482788.34306906,2649534.45064562,1,277.509170395553,12.8921150817952,171.02534796688,1551073.03962631,0.588495575221239,0.661417322834646,1,1,1,1,1,1,1,1,1
"100",-1380382.74530388,2649534.45064562,1,276.885346062698,9.46783952409537,124.321183061198,950930.760539867,0.800884955752212,0.795275590551181,1,1,1,1,1,1,1,1,1
"101",-1277977.1475387,2649534.45064562,1,277.284277550528,6.6382530107746,85.3447102333409,547802.344178358,0.827433628318584,0.84251968503937,1,1,1,1,1,1,1,1,1
"102",-1175571.54977352,2649534.45064562,1,277.869673800391,7.46789738584526,85.4670194661669,478909.078749733,0.738938053097345,0.771653543307087,1,1,1,1,1,1,1,1,1
"103",-1073165.95200834,2649534.45064562,1,278.490433647687,7.39742701814463,67.7447941219023,311206.656516495,0.800884955752212,0.755905511811024,1,1,1,1,1,1,1,1,1
"104",-970760.354243158,2649534.45064562,1,280.714407866853,5.50924882995992,25.9351099557233,47248.3348796042,0.747787610619469,0.732283464566929,1,1,1,1,1,1,1,1,1
"105",-868354.756477977,2649534.45064562,1,281.024612525292,5.18760522967092,20.4237793747189,15290.2302041511,0.641592920353982,0.574803149606299,1,1,1,1,1,1,1,1,1
"106",-765949.158712796,2649534.45064562,1,280.495438349113,5.02477688377362,18.420058627848,15501.2217137563,0.676991150442478,0.669291338582677,1,1,1,1,1,1,1,1,1
"107",-663543.560947615,2649534.45064562,1,279.927436206834,5.32286425401813,17.2273312197912,7791.45618267312,0.601769911504425,0.574803149606299,1,1,1,1,1,1,1,1,1
"108",-561137.963182434,2649534.45064562,1,279.294309850717,5.71161861539422,15.3603770670022,1081.54550954414,0.646017699115044,0.606299212598425,1,1,1,1,1,1,1,1,1
"109",-458732.365417253,2649534.45064562,1,279.014317144452,6.2344522909039,13.1344243711073,212.277386514305,0.65929203539823,0.590551181102362,1,1,1,1,1,1,1,1,1
"110",-356326.767652072,2649534.45064562,1,278.742991744367,6.58137758194301,11.607289676242,1960.40226110282,0.738938053097345,0.614173228346457,1,1,1,1,1,1,1,1,1
"111",-253921.16988689,2649534.45064562,1,278.123645385687,7.16279275427617,6.76638563883431,303.373156728532,0.694690265486726,0.551181102362205,1,1,1,1,1,1,1,1,1
"112",-151515.57212171,2649534.45064562,1,278.247322127654,7.77640737262586,4.46688116113334,3081.06698609123,0.685840707964602,0.574803149606299,1,1,1,1,1,1,1,1,1
"113",-49109.9743565284,2649534.45064562,1,278.374080409275,8.55291959698134,2.62999118804262,15210.7032594677,0.778761061946903,0.68503937007874,1,1,1,1,1,1,1,1,1
"114",53295.6234086528,2649534.45064562,1,277.787675145939,9.24832315007572,6.87374298261304,367965.448661587,0.867256637168142,0.881889763779528,1,1,1,1,1,1,1,1,1
"115",155701.221173834,2649534.45064562,1,277.804013256573,9.84354412172755,6.2532451261867,713106.549394565,0.849557522123894,0.874015748031496,1,1,1,1,1,1,1,1,1
"116",258106.818939015,2649534.45064562,1,277.442318499647,10.5271455954463,7.32257594645723,864296.867840164,0.814159292035398,0.874015748031496,1,1,1,1,1,1,1,1,1
"117",360512.416704196,2649534.45064562,1,277.68802036454,11.241083240988,12.7685603535677,829685.734046664,0.845132743362832,0.913385826771654,1,1,1,1,1,1,1,1,1
"118",462918.014469377,2649534.45064562,1,277.828256841171,11.7582855276212,9.36043033224528,730390.142566528,0.765486725663717,0.866141732283465,1,1,1,1,1,1,0,1,1
"119",565323.612234558,2649534.45064562,1,277.884920207066,11.0538592894848,13.7923940104717,1140587.70277046,0.79646017699115,0.850393700787402,1,0,1,1,1,1,0,1,1
"120",667729.20999974,2649534.45064562,1,278.424232141234,11.0767012966617,9.47199955980982,694849.906803334,0.756637168141593,0.850393700787402,1,0,1,1,1,0,0,1,1
"121",770134.80776492,2649534.45064562,0.941140397768397,278.702207598616,11.7463192852482,8.53770513947665,510128.572582183,0.787610619469027,0.84251968503937,1,0,1,1,1,0,0,1,1
"122",872540.405530102,2649534.45064562,0.649970051028984,278.790836281415,11.7119574626225,15.3204720324968,685369.310273614,0.800884955752212,0.834645669291339,1,0,1,0,1,0,0,1,1
"123",974946.003295283,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"124",1077351.60106046,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"125",1179757.19882564,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"126",1282162.79659083,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"127",1384568.39435601,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"128",1486973.99212119,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"129",1589379.58988637,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"130",1691785.18765155,2649534.45064562,0.452793487484756,279.103790773426,15.1794886924741,23.038651322486,1401690.50472285,0.70353982300885,0.795275590551181,1,0,1,1,0,0,0,1,1
"131",1794190.78541673,2649534.45064562,0.573693027524946,279.67513343286,15.4165927908076,40.0825539621359,1345441.47873438,0.809734513274336,0.881889763779528,1,0,1,1,1,0,0,1,1
"132",1896596.38318191,2649534.45064562,0.761210714843434,278.167140990211,16.9398279936247,63.3452215101512,1841547.32788879,0.774336283185841,0.850393700787402,1,0,1,1,1,0,1,1,1
"133",1999001.98094709,2649534.45064562,0.983449436524102,279.091539875564,17.1131579285926,52.7640238097218,1613293.89611446,0.79646017699115,0.874015748031496,1,1,1,1,1,0,1,1,0
"134",2101407.57871227,2649534.45064562,0.553290035094213,280.23461155651,16.5128377959062,20.8268332972991,1339880.60089116,0.761061946902655,0.826771653543307,1,1,0,0,1,1,1,1,0
"135",2203813.17647746,2649534.45064562,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"136",-2302033.12519051,2443200.50253143,0.419166538821204,284.979614955009,33.7014091113124,143.185660619249,3694091.24017419,0.805309734513274,0.771653543307087,1,0,1,1,0,0,1,0,1
"137",-2199627.52742533,2443200.50253143,1,284.184721720862,16.3356653930072,139.287523794023,2857655.66156871,0.924778761061947,0.866141732283465,1,1,1,1,1,0,1,1,1
"138",-2097221.92966015,2443200.50253143,1,280.782687015611,10.761670739466,64.970467166835,1981142.25488764,1,0.874015748031496,1,1,1,1,1,1,1,1,1
"139",-1994816.33189497,2443200.50253143,1,280.182909970861,6.11621402158721,39.9783711342322,639602.559272578,0.960176991150443,0.889763779527559,1,1,1,1,1,1,1,1,1
"140",-1892410.73412979,2443200.50253143,1,280.757655705645,3.90704198324015,30.3394195304121,72490.1054564332,0.831858407079646,0.763779527559055,1,1,1,1,1,1,1,1,1
"141",-1790005.13636461,2443200.50253143,1,281.563121907224,4.38680560841505,44.4352859380962,107756.569408096,0.747787610619469,0.669291338582677,1,1,1,1,1,1,1,1,1
"142",-1687599.53859943,2443200.50253143,1,282.294398697762,4.59721654308848,42.6444089171801,123489.59745118,0.765486725663717,0.732283464566929,1,1,1,1,1,1,1,1,1
"143",-1585193.94083425,2443200.50253143,1,281.810276256133,6.76430161752291,68.533869640654,329237.58299825,0.876106194690266,0.779527559055118,1,1,1,1,1,1,1,1,1
"144",-1482788.34306906,2443200.50253143,1,277.959772450204,8.17398193570381,106.133331096584,455547.580070621,0.765486725663717,0.755905511811024,1,1,1,1,1,1,1,1,1
"145",-1380382.74530388,2443200.50253143,1,277.672075851557,5.29365980080541,74.0704418466686,136291.080151429,0.849557522123894,0.771653543307087,1,1,1,1,1,1,1,1,1
"146",-1277977.1475387,2443200.50253143,1,277.966847003972,6.12974676257147,45.1910234180066,162869.283510777,0.707964601769911,0.661417322834646,1,1,1,1,1,1,1,1,1
"147",-1175571.54977352,2443200.50253143,1,275.17068153211,11.2456948583218,88.5549553710756,790235.494891668,0.858407079646018,0.771653543307087,1,1,1,1,1,1,1,1,1
"148",-1073165.95200834,2443200.50253143,1,275.264279776816,8.92264242576605,129.260434979696,570523.843599087,0.915929203539823,0.897637795275591,1,1,1,1,1,1,1,1,1
"149",-970760.354243158,2443200.50253143,1,280.15503068237,4.27651191235187,45.1444944368891,51386.3664181836,0.814159292035398,0.834645669291339,1,1,1,1,1,1,1,1,1
"150",-868354.756477977,2443200.50253143,1,279.249854247446,6.41042444579946,50.9160171994774,186660.648180987,0.836283185840708,0.826771653543307,1,1,1,1,1,1,1,1,1
"151",-765949.158712796,2443200.50253143,1,280.836183209991,5.26389887753467,23.7538344868059,26525.8566960159,0.623893805309734,0.606299212598425,1,1,1,1,1,1,1,1,1
"152",-663543.560947615,2443200.50253143,1,280.129856288235,6.46016637297159,24.8209517946492,165586.839492206,0.845132743362832,0.84251968503937,1,1,1,1,1,1,1,1,1
"153",-561137.963182434,2443200.50253143,1,280.669274830248,6.28698504859312,18.0940112704582,75865.4943581526,0.756637168141593,0.732283464566929,1,1,1,1,1,1,1,1,1
"154",-458732.365417253,2443200.50253143,1,280.953256753519,6.41702047344202,14.4995082671439,101.592111818754,0.5,0.440944881889764,1,1,1,1,1,1,1,1,1
"155",-356326.767652072,2443200.50253143,1,280.718887346749,6.63084724654628,13.4290199376841,267.364861443141,0.588495575221239,0.52755905511811,1,1,1,1,1,1,1,1,1
"156",-253921.16988689,2443200.50253143,1,279.96002069572,7.48897391450237,6.16872773146132,246.509528747037,0.646017699115044,0.535433070866142,1,1,1,1,1,1,1,1,1
"157",-151515.57212171,2443200.50253143,1,279.734092088781,8.21460372601088,4.02409931731267,879.459457511498,0.676991150442478,0.566929133858268,1,1,1,1,1,1,1,1,1
"158",-49109.9743565284,2443200.50253143,1,279.491254213972,9.0610913526693,6.22322136975066,1929.25713224595,0.707964601769911,0.574803149606299,1,1,1,1,1,1,1,1,1
"159",53295.6234086528,2443200.50253143,1,279.747733902243,9.86590818708238,4.68455097285761,17948.4348804423,0.676991150442478,0.62992125984252,1,1,1,1,1,1,1,1,1
"160",155701.221173834,2443200.50253143,1,279.925737154989,10.8364070028138,5.77055010956134,72004.6174219296,0.783185840707965,0.732283464566929,1,1,1,1,1,1,1,1,1
"161",258106.818939015,2443200.50253143,1,279.926291073626,11.6384280434083,11.3063642832654,235011.171126485,0.845132743362832,0.866141732283465,1,1,1,1,1,1,1,1,1
"162",360512.416704196,2443200.50253143,1,279.565149291911,11.9282858228585,16.5313025010022,688903.004356634,0.805309734513274,0.84251968503937,1,1,1,1,1,1,1,1,1
"163",462918.014469377,2443200.50253143,1,279.108537662318,11.6924609834912,7.33893076099804,800938.046811195,0.880530973451327,0.905511811023622,1,1,1,1,1,1,1,1,1
"164",565323.612234558,2443200.50253143,1,279.440808261523,11.4273295498444,8.06136269778621,789288.123702048,0.893805309734513,0.921259842519685,1,1,1,1,1,1,1,1,1
"165",667729.20999974,2443200.50253143,1,279.975719492459,11.0473932031689,5.62832553534318,268091.610413679,0.889380530973451,0.913385826771654,1,1,1,1,1,1,1,1,1
"166",770134.80776492,2443200.50253143,1,280.758995018265,12.1143885293392,11.4598075738962,419314.071597541,0.734513274336283,0.811023622047244,1,1,1,1,1,1,1,1,1
"167",872540.405530102,2443200.50253143,1,279.970666916529,11.8581504848463,11.9431943178818,967576.095201202,0.792035398230089,0.850393700787402,1,1,1,1,1,1,0,1,1
"168",974946.003295283,2443200.50253143,1,280.43118226358,11.0015625470866,5.98636574480985,590011.138601086,0.752212389380531,0.826771653543307,1,0,1,1,1,1,0,1,1
"169",1077351.60106046,2443200.50253143,0.582393660362389,281.180721810218,11.3090575906834,4.43624307251738,37896.6862546169,0.566371681415929,0.62992125984252,1,0,1,0,1,0,0,1,0
"170",1179757.19882564,2443200.50253143,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"171",1282162.79659083,2443200.50253143,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"172",1384568.39435601,2443200.50253143,0.285395485722963,282.487127895377,12.531111075752,9.81645491380605,118674.167803392,0.570796460176991,0.614173228346457,1,0,1,1,0,0,0,1,1
"173",1486973.99212119,2443200.50253143,0.483940027159548,282.282161289292,12.4309771375025,10.3404537986837,154149.622527207,0.68141592920354,0.763779527559055,1,0,1,1,1,0,0,1,1
"174",1589379.58988637,2443200.50253143,0.936720416100143,280.964385449207,15.6841140617451,17.6500960841374,734880.197998485,0.814159292035398,0.905511811023622,1,0,1,1,1,0,1,1,1
"175",1691785.18765155,2443200.50253143,1,279.400109876129,17.0654964093728,44.0486433790456,1349469.16536851,0.831858407079646,0.905511811023622,1,1,1,1,1,0,1,1,1
"176",1794190.78541673,2443200.50253143,1,280.652822517842,16.0505394833089,55.7635981557744,1420005.91737079,0.814159292035398,0.897637795275591,1,1,1,1,1,1,1,1,1
"177",1896596.38318191,2443200.50253143,1,280.696917439223,17.1632218620284,50.2220241590458,1859372.91156572,0.792035398230089,0.881889763779528,1,1,1,1,1,1,1,1,0
"178",1999001.98094709,2443200.50253143,0.855386942417759,282.484708621091,16.8744806468261,19.0882830635918,1062079.2025132,0.792035398230089,0.826771653543307,1,1,0,0,1,1,1,1,0
"179",2101407.57871227,2443200.50253143,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"180",2203813.17647746,2443200.50253143,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
